label:
10001
0	0.443599
1	0.738162
2	1.00592
3	1.24951
4	1.47126
5	1.6733
6	1.85751
7	2.0256
8	2.1791
9	2.31939
10	2.4477
11	2.56514
12	2.67272
13	2.77134
14	2.8618
15	2.94484
16	3.02112
17	3.09123
18	3.15571
19	3.21504
20	3.26967
21	3.31999
22	3.36637
23	3.40914
24	3.44859
25	3.485
26	3.51861
27	3.54965
28	3.57833
29	3.60483
30	3.62933
31	3.65199
32	3.67295
33	3.69233
34	3.71027
35	3.72688
36	3.74225
37	3.75649
38	3.76967
39	3.78189
40	3.7932
41	3.80368
42	3.8134
43	3.8224
44	3.83074
45	3.83848
46	3.84565
47	3.8523
48	3.85846
49	3.86418
50	3.86948
51	3.8744
52	3.87896
53	3.88319
54	3.88711
55	3.89076
56	3.89413
57	3.89727
58	3.90017
59	3.90287
60	3.90538
61	3.9077
62	3.90985
63	3.91185
64	3.91371
65	3.91543
66	3.91703
67	3.91851
68	3.91989
69	3.92117
70	3.92235
71	3.92345
72	3.92448
73	3.92542
74	3.9263
75	3.92712
76	3.92788
77	3.92858
78	3.92924
79	3.92984
80	3.9304
81	3.93093
82	3.93141
83	3.93186
84	3.93228
85	3.93267
86	3.93303
87	3.93336
88	3.93367
89	3.93396
90	3.93423
91	3.93448
92	3.93471
93	3.93492
94	3.93512
95	3.9353
96	3.93547
97	3.93563
98	3.93578
99	3.93592
100	3.93604
101	3.93616
102	3.93627
103	3.93637
104	3.93647
105	3.93655
106	3.93663
107	3.93671
108	3.93678
109	3.93685
110	3.93691
111	3.93696
112	3.93701
113	3.93706
114	3.93711
115	3.93715
116	3.93719
117	3.93722
118	3.93726
119	3.93729
120	3.93732
121	3.93734
122	3.93737
123	3.93739
124	3.93741
125	3.93743
126	3.93745
127	3.93747
128	3.93748
129	3.9375
130	3.93751
131	3.93752
132	3.93754
133	3.93755
134	3.93756
135	3.93757
136	3.93757
137	3.93758
138	3.93759
139	3.9376
140	3.9376
141	3.93761
142	3.93761
143	3.93762
144	3.93762
145	3.93763
146	3.93763
147	3.93764
148	3.93764
149	3.93764
150	3.93765
151	3.93765
152	3.93765
153	3.93766
154	3.93766
155	3.93766
156	3.93766
157	3.93766
158	3.93767
159	3.93767
160	3.93767
161	3.93767
162	3.93767
163	3.93767
164	3.93767
165	3.93767
166	3.93767
167	3.93768
168	3.93768
169	3.93768
170	3.93768
171	3.93768
172	3.93768
173	3.93768
174	3.93768
175	3.93768
176	3.93768
177	3.93768
178	3.93768
179	3.93768
180	3.93768
181	3.93768
182	3.93768
183	3.93768
184	3.93768
185	3.93768
186	3.93768
187	3.93768
188	3.93768
189	3.93769
190	3.93769
191	3.93769
192	3.93769
193	3.93769
194	3.93769
195	3.93769
196	3.93769
197	3.93769
198	3.93769
199	3.93769
200	3.93769
201	3.93769
202	3.93769
203	3.93769
204	3.93769
205	3.93769
206	3.93769
207	3.93769
208	3.93769
209	3.93769
210	3.93769
211	3.93769
212	3.93769
213	3.93769
214	3.93769
215	3.93769
216	3.93769
217	3.93769
218	3.93769
219	3.93769
220	3.93769
221	3.93769
222	3.93769
223	3.93769
224	3.93769
225	3.93769
226	3.93769
227	3.93769
228	3.93769
229	3.93769
230	3.93769
231	3.93769
232	3.93769
233	3.93769
234	3.93769
235	3.93769
236	3.93769
237	3.93769
238	3.93769
239	3.93769
240	3.93769
241	3.93769
242	3.93769
243	3.93769
244	3.93769
245	3.93769
246	3.93769
247	3.93769
248	3.93769
249	3.93769
250	3.93769
251	3.93769
252	3.93769
253	3.93769
254	3.93769
255	3.93769
256	3.93769
257	3.93769
258	3.93769
259	3.93769
260	3.93769
261	3.93769
262	3.93769
263	3.93769
264	3.93769
265	3.93769
266	3.93769
267	3.93769
268	3.93769
269	3.93769
270	3.93769
271	3.93769
272	3.93769
273	3.93769
274	3.93769
275	3.93769
276	3.93769
277	3.93769
278	3.93769
279	3.93769
280	3.93769
281	3.93769
282	3.93769
283	3.93769
284	3.93769
285	3.93769
286	3.93769
287	3.93769
288	3.93769
289	3.93769
290	3.93769
291	3.93769
292	3.93769
293	3.93769
294	3.93769
295	3.93769
296	3.93769
297	3.93769
298	3.93769
299	3.93769
300	3.93769
301	3.93769
302	3.93769
303	3.93769
304	3.93769
305	3.93769
306	3.93769
307	3.93769
308	3.93769
309	3.93769
310	3.93769
311	3.93769
312	3.93769
313	3.93769
314	3.93769
315	3.93769
316	3.93769
317	3.93769
318	3.93769
319	3.93769
320	3.93769
321	3.93769
322	3.93769
323	3.93769
324	3.93769
325	3.93769
326	3.93769
327	3.93769
328	3.93769
329	3.93769
330	3.93769
331	3.93769
332	3.93769
333	3.93769
334	3.93769
335	3.93769
336	3.93769
337	3.93769
338	3.93769
339	3.93769
340	3.93769
341	3.93769
342	3.93769
343	3.93769
344	3.93769
345	3.93769
346	3.93769
347	3.93769
348	3.93769
349	3.93769
350	3.93769
351	3.93769
352	3.93769
353	3.93769
354	3.93769
355	3.93769
356	3.93769
357	3.93769
358	3.93769
359	3.93769
360	3.93769
361	3.93769
362	3.93769
363	3.93769
364	3.93769
365	3.93769
366	3.93769
367	3.93769
368	3.93769
369	3.93769
370	3.93769
371	3.93769
372	3.93769
373	3.93769
374	3.93769
375	3.93769
376	3.93769
377	3.93769
378	3.93769
379	3.93769
380	3.93769
381	3.93769
382	3.93769
383	3.93769
384	3.93769
385	3.93769
386	3.93769
387	3.93769
388	3.93769
389	3.93769
390	3.93769
391	3.93769
392	3.93769
393	3.93769
394	3.93769
395	3.93769
396	3.93769
397	3.93769
398	3.93769
399	3.93769
400	3.93769
401	3.93769
402	3.93769
403	3.93769
404	3.93769
405	3.93769
406	3.93769
407	3.93769
408	3.93769
409	3.93769
410	3.93769
411	3.93769
412	3.93769
413	3.93769
414	3.93769
415	3.93769
416	3.93769
417	3.93769
418	3.93769
419	3.93769
420	3.93769
421	3.93769
422	3.93769
423	3.93769
424	3.93769
425	3.93769
426	3.93769
427	3.93769
428	3.93769
429	3.93769
430	3.93769
431	3.93769
432	3.93769
433	3.93769
434	3.93769
435	3.93769
436	3.93769
437	3.93769
438	3.93769
439	3.93769
440	3.93769
441	3.93769
442	3.93769
443	3.93769
444	3.93769
445	3.93769
446	3.93769
447	3.93769
448	3.93769
449	3.93769
450	3.93769
451	3.93769
452	3.93769
453	3.93769
454	3.93769
455	3.93769
456	3.93769
457	3.93769
458	3.93769
459	3.93769
460	3.93769
461	3.93769
462	3.93769
463	3.93769
464	3.93769
465	3.93769
466	3.93769
467	3.93769
468	3.93769
469	3.93769
470	3.93769
471	3.93769
472	3.93769
473	3.93769
474	3.93769
475	3.93769
476	3.93769
477	3.93769
478	3.93769
479	3.93769
480	3.93769
481	3.93769
482	3.93769
483	3.93769
484	3.93769
485	3.93769
486	3.93769
487	3.93769
488	3.93769
489	3.93769
490	3.93769
491	3.93769
492	3.93769
493	3.93769
494	3.93769
495	3.93769
496	3.93769
497	3.93769
498	3.93769
499	3.93769
500	3.93769
501	3.93769
502	3.93769
503	3.90996
504	2.84595
505	1.83531
506	1.09248
507	0.559358
508	0.185671
509	-0.0660726
510	-0.223882
511	-0.30892
512	-0.337369
513	-0.321746
514	-0.271841
515	-0.195385
